child,parent,description
E312-u-1959,E,George Washington : man and monument 
E312-E-1976,E,Washington : a biography 
E312-F-1965,E,George Washington : the forge of experiene
E312-F-1967,E,George Washington in the Amerian revolution
E312-F-1896,E,The true George Washington 
E312-F-1900,E,George Washington 
E312-a-1957,E,George Washington : a biography 
E312-F-1948,E,George Washington : a biography 
E312-F-1951,E,George Washington : a biography 
E312-F-1952,E,George Washington : a biography 
E312-F-1954,E,George Washington : a biography 
E312-F-1968,E,Washington 
E312-F-1854,E,Pitorial life of George Washington 
E312-H-1991,E,"David Humphreys' ""Life of General Washington"" : with George Washington's ""remarks"" "
E312-J-1897,E,General Washington 
E312-K-1964,E,George Washington : the Virginia period
E312-L-1962,E,George Washington 
E312-L-1920,E,The life of George Washington 
E312-L-1865,E,The home of Washington and its assoiations
E312-P-1935,E,Washington's farewell address in fasimile
E312-S-1987,E,George Washington : the making of an Amerian symbol 
E312-S-1969,E,George Washington : a profile 
E312-T-1931,E,The fats about George Washington as a Freemason 
E312-W-1962,E,The Life of Washington 
E312-W-1928,E,George Washington : the image and the man 
E312-W-1957,E,Washington and the Amerian revolution 
E31217-o-1999,E,George Washington in and as ulture : bientenary explorations 
E31217-L-1988,E,The invention of George Washington 
E31217-M-1988,E,George Washington slept here : olonial revivals and Amerian ulture 1876-1986 
E31219W34-W-1994,E,Worthy partner : the papers of Martha Washington 
E31225-K-1968,E,Washington and the Revolution
E31229-F-1970,E,George Washington and the new nation (1783-1793) 
E31229-P-1993,E,George Washington and Amerian onstitutionalism 
E31262-W-1984,E,ininnatus : George Washington and the Enlightenment 
E31263-M-1980,E,The Genius of George Washington 
E31272-W-1987,E,The papers of George Washington : Revolutionary War series 
E31272-W-1988,E,The papers of George Washington : Revolutionary War series 
E31272-W-1991,E,The papers of George Washington : Revolutionary War series 
E31272-W-1993,E,The papers of George Washington : Revolutionary War series 
E31272-W-1994,E,The papers of George Washington : Revolutionary War series 
E31272-W-1997,E,The papers of George Washington : Revolutionary War series 
E31272-W-1998,E,The papers of George Washington : Revolutionary War series 
E31272-W-1999,E,The papers of George Washington : Revolutionary War series 
E31272-W-2000,E,The papers of George Washington : Revolutionary War series 
E31272-W-2001,E,The papers of George Washington : Revolutionary War series 
E31272-W-2002,E,The papers of George Washington : Revolutionary war series 
E31272-W-2003,E,The papers of George Washington : Revolutionary war series 
E31272-W-2006,E,The papers of George Washington : Revolutionary war series 
E31272-W-2008,E,The papers of George Washington : Revolutionary war series.
E31272-W-2009,E,The papers of George Washington : Revolutionary war series.
E31272-W-2004,E,The papers of George Washington : Revolutionary wars series 
E31272-W-1983,E,The papers of George Washington : olonial series 
E31272-W-1984,E,The papers of George Washington : olonial series 
E31272-W-1990,E,The papers of George Washington : olonial series 
E31272-W-1995,E,The papers of George Washington : olonial series 
E31272-W-1989,E,The papers of George Washington : presidential series 
E31272-W-1996,E,The papers of George Washington : presidential series 
E31272-W-2005,E,The papers of George Washington : presidential series 
E31272-W-2007,E,The papers of George Washington : presidential series.
E312952-S-1996,E,A sared union of itizens : George Washington's farewell address and the Amerian harater 
E313-B-1960,E,Pinkney's Treaty : Ameria's advantage from Europe's distress
E313-B-1907,E,The Monroe mission to Frane 1794-1796 
E313-B-1964,E,Number 7 : Alexander Hamilton's seret attempts to ontrol Amerian foreign poliy
E313-B-1951,E,The Frenh Revolution and the Amerian man of letters 
E313-h-1940,E,Frenh refugee life in the United States
E313-D-1958,E,Entangling alliane : politis and diplomay under George Washington 
E313-F-1928,E,The revolutionary spirit in Frane and Ameria 
E313-L-1969,E,Alexander Hamilton and the British orientation of Amerian foreign poliy
E313-P-1955,E,The first rapprohement : England and the United States
E313-S-2001,E,Britain and Frane at the birth of Ameria : the European powers and the peae negotiations of 1782-1783 
E313-S-1960,E,George Washington and the Frenh revolution 
E313-T-1931,E,Amerian neutrality in 1793 : a study in abinet government 
E314-B-1962,E,Jay's Treaty : a study in ommere and diplomay 
E314-o-1970,E,The Jay Treaty : politial battleground of the founding fathers 
E315-H-2006,E,The Whiskey Rebellion : George Washington
E315--1985,E,The Whiskey Rebellion : past and present perspetives 
E320-P-2013,E,The first presidential ontest : 1796 and the founding of Amerian demoray 
E321-B-1975,E,The Presideny of John Adams 
E321-D-1953,E,The Adams Federalists 
E321-E-1994,E,Passionate sage : the harater and legay of John Adams 
E321-K-1957,E,The presideny of John Adams : the ollapse of Federalism 1795-1800 
E322-A-1947,E,New letters of Abigail Adams
E322-A-1959,E,The Adams-Jefferson letters : the omplete orrespondene between Thomas Jefferson and Abigail and John Adams 
E322-A-1946,E,The seleted writings of John and John Quiny Adams 
E322-A-1966,E,The spur of fame : dialogues of John Adams and Benjamin Rush
E322-B-1950,E,John Adams and the Amerian Revolution 
E322-h-1933,E,Honest John Adams 
E322-M-2001,E,John Adams 
E322-M-1976,E,The meaning of independene : John Adams
E322-S-1976,E,The harater of John Adams 
E322-S-1962,E,John Adams 
E322-W-1949,E,Abigail Adams 
E3221-A-1980,E,Abigail Adams : an Amerian Woman 
E3221-O-1967,E,Portraits of John and Abigail Adams 
E3221A27-A-1963,E,Adams family orrespondene 
E3221A27-A-1993,E,Adams family orrespondene 
E3221A28-A-1930,E,The Adams family 
E3221A28-R-1976,E,Adams : an Amerian dynasty 
E322A3-A-1961,E,Diary and autobiography of John Adams 
E322A34-A-1966,E,The earliest diary of John Adams : June 1753 - April 1754
E323-D-1966,E,The quasi-war : the politis and diplomay of the undelared war with Frane
E323-S-1917,E,The ontroversy over neutral rights between the United States and Frane
E326-N-2004,E,Fries's Rebellion : the enduring struggle for the Amerian Revolution 
E327-M-1951,E,risis in freedom : the Alien and Sedition Ats 
E330--2002,E,The revolution of 1800 : demoray
E331-A-2005,E,The failure of the founding fathers : Jefferson
E331-A-1963,E,History of the United States during the administrations of Jefferson and Madison 
E331-A-1962,E,History of the United States of Ameria (1801-1817) 
E331-A-1967,E,History of the United States of Ameria during the Administrations of Jefferson and Madison 
E331-u-1963,E,The Jeffersonian Republians in power : party operations
E331-E-1971,E,The Jeffersonian risis : ourt and politis in the young republi 
E331-F-1965,E,The Revolution of Amerian onservatism 
E331-J-1921,E,Jefferson and his olleagues : a hronile of the Virginia dynasty 
E332--2004,E,The papers of Thomas Jefferson.
E332-J-1942,E,Jefferson himself : the personal narrative of a many-sided Amerian 
E332-J-1989,E,Jefferson's literary ommonplae book 
E332-J-1997,E,Jefferson's memorandum books : aounts
E332-J-1988,E,Jefferson's parliamentary writings 
E332-J-2008,E,The Papers of Thomas Jefferson : retirement series.
E332-J-2007,E,The Papers of Thomas Jefferson : retirement series.
E332-J-1941,E,The living thoughts of Thomas Jefferson 
E332-J-1950,E,The papers 
E332-J-1951,E,The papers 
E332-J-1952,E,The papers 
E332-J-1953,E,The papers 
E332-J-1954,E,The papers 
E332-J-1955,E,The papers 
E332-J-1956,E,The papers 
E332-J-1958,E,The papers 
E332-J-1961,E,The papers 
E332-J-1965,E,The papers 
E332-J-1974,E,The papers 
E332-J-1971,E,The papers 
E332-J-1982,E,The papers 
E332-J-1983,E,The papers 
E332-J-1986,E,The papers 
E332-J-1990,E,The papers 
E332-J-1992,E,The papers 
E332-J-1995,E,The papers 
E332-J-2000,E,The papers 
E332-J-2002,E,The papers 
E332-J-2003,E,The papers of Thomas Jefferson 
E332-J-2010,E,The papers of Thomas Jefferson
E332-J-2005,E,The papers of Thomas Jefferson
E332-J-2009,E,The papers of Thomas Jefferson.
E332-J-2011,E,The papers of Thomas Jefferson.
E332-J-2004,E,The papers of Thomas Jefferson.
E332-J-2006,E,The papers of Thomas Jefferson.
E332-J--1995,E,The republi of letters : the orrespondene between Thomas Jefferson and James Madison
E332-J-1984,E,Writings 
E332-A-1936,E,The living Jefferson 
E332-B-1948,E,Thomas Jefferson and Amerian demoray 
E332-B-1971,E,Thomas Jefferson as soial sientist 
E332-B-1960,E,The lost world of Thomas Jefferson 
E332-B-1925,E,Jefferson and Hamilton : the struggle for demoray in Ameria 
E332-B-1936,E,Jefferson in power : the death struggle of the Federalists 
E332-B-1974,E,Thomas Jefferson : an Intimate History 
E332-h-1929,E,Thomas Jefferson : the apostle of Amerianism 
E332-u-1987,E,In pursuit of reason : the life of Thomas Jefferson 
E332-D-1954,E,The head and heart of Thomas Jefferson 
E332-D-1961,E,Thomas Jefferson : fighter for freedom and human rights 
E332-D-1970,E,Was Thomas Jefferson an authenti enemy of slavery 
E332-D-1946,E,Thomas Jefferson
E332-H-2007,E,Thomas Jefferson : author of Ameria 
E332-H-1926,E,Life and letters of Thomas Jefferson 
E332-J-1931,E,The orrespondene of Jefferson and Du Pont de Nemours 
E332-J-1944,E,The life and seleted writings of Thomas Jefferson 
E332-J-1978,E,Jefferson and the presideny : leadership in the young republi 
E332-K-1967,E,Jefferson and Frane : an essay on politis and politial ideas 
E332-K-1964,E,Jefferson and Madison : the great ollaboration 
E332-K-1957,E,The philosophy of Thomas Jefferson 
E332-M-1948,E,Jefferson and his Time 
E332-M-1951,E,Jefferson and his Time 
E332-M-1970,E,Jefferson and his Time 
E332-M-1974,E,Jefferson and his Time 
E332-M-1981,E,Jefferson and his Time 
E332-M-1962,E,Jefferson and his time 
E332-M-1963,E,Thomas Jefferson as politial leader 
E332-M-1994,E,The onstitutional thought of Thomas Jefferson 
E332-N-1926,E,Jefferson 
E332-O-1972,E,The Age of Revolutions.
E332-P-1960,E,The Jefferson image in the Amerian mind 
E332-P-1942,E,Jefferson 
E332-P-1965,E,Thomas Jefferson and the foundations of Amerian freedom 
E332-P-1967,E,The onstitutional priniples of Thomas Jefferson 
E332-P-1975,E,Thomas Jefferson and the new nation : a biography 
E332-R-1858,E,The life of Thomas Jefferson 
E332-R-1939,E,The domesti life of Thomas Jefferson : ompiled from family letters and reminisenes by his great-granddaughter 
E332-S-1951,E,Thomas Jefferson : a biography 
E332-W-1974,E,Thomas Jefferson : the man
E3322-B-2010,E,Madison and Jefferson 
E3322-E-1998,E,Amerian Sphinx : the harater of Thomas Jefferson 
E3322-F-1993,E,Delaring independene : Jefferson
E3322-G-1998,E,Thomas Jefferson and Sally Hemmings : An Amerian ontroversy 
E3322-J-1981,E,Thomas Jefferson and the Stony Mountains : Exploring the West from Montiello 
E3322--1993,E,Jeffersonian legaies 
E3322-K-1999,E,Jefferson and the ionography of romantiism : folk
E3322-L-1992,E,On the soures of patriarhal rage : the ommonplae books of William Byrd and Thomas Jefferson and the gendering of power in the eighteenth entury 
E3322-M-1984,E,The radial politis of Thomas Jefferson : a revisionist view 
E3322-M-1993,E,Jefferson and nature : an interpretation 
E3322-M-1977,E,The wolf by the ears : Thomas Jefferson and slavery 
E3322-O-2000,E,Jefferson's empire : the language of Amerian nationhood 
E3322--1997,E,Reason and republianism : Thomas Jefferson's legay of liberty 
E3322--1999,E,Sally Hemings & Thomas Jefferson : history
E3322-S-2012,E,Those who labor for my happiness : slavery at Thomas Jefferson's Montiello 
E33245-A-1997,E,The Paris years of Thomas Jefferson 
E33245-O-1996,E,The long affair : Thomas Jefferson and the Frenh Revolution 
E33245-T-1990,E,Empire of liberty : the stateraft of Thomas Jefferson 
E33274-G-2008,E,The Hemingses of Montiello : an Amerian family 
E33276-D-1971,E,Thomas Jefferson and Amerian Demoray 
E33282-J-1943,E,The omplete Jefferson : ontaining his Major Writings
E33282-J-1977,E,The portable Thomas Jefferson 
E33282-J-1975,E,The portable Thomas Jefferson 
E33286--1991,E,To his exelleny Thomas Jefferson : letters to a president 
E332I5-B-1967,E,Jefferson at Montiello 
E333-K-2004,E,The nation's ruible : the Louisiana Purhase and the reation of Ameria 
E334-A-1954,E,The Burr onspiray 
E334-B-1988,E,Breaking with Burr : Harman Blennerhassett's journal
E334-M-1966,E,The Aaron Burr onspiray 
E335-A-1965,E,Our navy and the Barbary orsairs 
E337-l-1959,E,The papers of Henry lay 
E337-l-1961,E,The papers of Henry lay 
E337-l-1963,E,The papers of Henry lay 
E337-l-1972,E,The papers of Henry lay 
E337-l-1973,E,The papers of Henry lay 
E337-l-1981,E,The papers of Henry lay 
E337-l-1982,E,The papers of Henry lay 
E337-l-1984,E,The papers of Henry lay 
E337-l-1988,E,The papers of Henry lay 
E337-l-1992,E,The papers of Henry lay 
E337-G-1967,E,The Federalists vs. the Jeffersonian Republians 
E337-W-1967,E,Expansion and reform 1815-1850 
E3375-A-2001,E,Rude republi : Amerians and their politis in the nineteenth entury 
E3375-A-2000,E,Rude republi : Amerians and their politis in the nineteenth entury 
E3375--2001,E,A ompanion to 19th-entury Ameria 
E3375-N-1975,E,A entury of politial artoons : ariature in the United States from 1800 to 1900 
E3378-W-1983,E,The papers of Daniel Webster. Series 3 = Diplomati papers 
E3378-W-1987,E,The papers of Daniel Webster. Series 3 = Diplomati papers 
E3378P63-P-1969,E,orrespondene of James K. Polk 
E3378P63-P-1972,E,orrespondene of James K. Polk 
E3378P63-P-1975,E,orrespondene of James K. Polk 
E3378P63-P-1977,E,orrespondene of James K. Polk 
E3378P63-P-1979,E,orrespondene of James K. Polk 
E3378P63-P-1983,E,orrespondene of James K. Polk 
E3378P63-P-1989,E,orrespondene of James K. Polk 
E3378W-W-1971,E,Guide and index to the mirofilm edition of the papers of Daniel Webster 
E3378W24-W-1903,E,The writings and speehes of Daniel Webster 
E3378W365-W-1902,E,The letters of Daniel Webster : from douments owned prinipally by the New Hampshire Historial Soiety 
E3378W373-W-1989,E,The papers of Daniel Webster. General index 
E3378W373-W-1974,E,The papers of Daniel Webster. Series 1 = orrespondene 
E3378W373-W-1976,E,The papers of Daniel Webster. Series 1 = orrespondene 
E3378W373-W-1977,E,The papers of Daniel Webster. Series 1 = orrespondene 
E3378W373-W-1980,E,The papers of Daniel Webster. Series 1 = orrespondene 
E3378W373-W-1982,E,The papers of Daniel Webster. Series 1 = orrespondene 
E3378W373-W-1984,E,The papers of Daniel Webster. Series 1 = orrespondene 
E3378W373-W-1986,E,The papers of Daniel Webster. Series 1 = orrespondene 
E3378W373-W-1983,E,The papers of Daniel Webster. Series 2 = Legal papers 
E3378W373-W-1988,E,The papers of Daniel Webster. Series 4 = Speehes and formal writings 
E338-A-1996,E,Slavery
E338-A-1983,E,"Agrarians and ""aristorats"" : party politial ideology in the United States"
E338-B-1954,E,Soial theories of Jaksonian demoray : representative writings of the period 1825-1850 
E338-o-1966,E,The soial ideas of the Northern evangelists 
E338-F-1995,E,The Jaksonian promise : Ameria
E338-F-1989,E,Witness to the young republi : a Yankee's journal
E338-H-2007,E,What hath God wrought : the transformation of Ameria
E338-H-1909,E,Fifty years in amp and field : diary of Major-Generalhan Allen Hithok 
E338-L-1962,E,The twilight of federalism : the disintegration of the Federalist Party
E338--1977,E,The many-faeted Jaksonian era : new interpretations 
E338-M-1957,E,The Jaksonian persuasion : politis and belief 
E338-M-1996,E,Arguing about slavery : the great battle in the United States ongress 
E338-O-1859,E,A history of the Whig Party
E338-P-1967,E,Famous Amerians of reent times 
E338-P-1985,E,Jaksonian Ameria : soiety
E338-Q-1926,E,Figures from the past : from the leaves of old journals 
E338-R-1967,E,Pre-ivil War reform : the variety of priniples and programs 
E338-S-1964,E,Quest for Ameria
E338-S-1875,E,Publi men and events from the ommenement of Mr Monroe's administration
E338-S-1991,E,The Amerian politial nation
E338-S-1985,E,The partisan imperative : the dynamis of Amerian politis before the ivil War 
E338-W-1966,E,The house divides : the age of Jakson and Linoln
E338-W-1962,E,The United States and the independene of Latin Ameria
E338-W-1961,E,The new nation
E338-Y-1966,E,The Washington ommunity 1800-1828 
E339-P-1987,E,The great triumvirate : Webster
E339-R-2001,E,Representative Amerians : the romantis 
E339-A-1997,E,Reolletions of the early republi : seleted autobiographies 
E340-A-1966,E,The journals of Bronson Alott 
E340-B-1854,E,Thirty years view; or
E340-h-1956,E,Old Bullion Benton
E340-a-1963,E,The papers of John . alhoun 
E340-a-1964,E,The papers of John . alhoun 
E340-a-1967,E,The papers of John . alhoun 
E340-a-1969,E,The papers of John . alhoun 
E340-a-1971,E,The papers of John . alhoun 
E340-a-1976,E,The papers of John . alhoun 
E340-a-1972,E,The papers of John . alhoun 
E340-a-1973,E,The papers of John . alhoun 
E340-a-1975,E,The papers of John . alhoun 
E340-a-1977,E,The papers of John . alhoun 
E340-a-1978,E,The papers of John . alhoun 
E340-a-1979,E,The papers of John . alhoun 
E340-a-1980,E,The papers of John . alhoun 
E340-a-1981,E,The papers of John . alhoun 
E340-a-1983,E,The papers of John . alhoun 
E340-a-1985,E,The papers of John . alhoun 
E340-a-1987,E,The papers of John . alhoun 
E340-a-1989,E,The papers of John . alhoun 
E340-a-1990,E,The papers of John . alhoun 
E340-a-1991,E,The papers of John . alhoun 
E340-a-1993,E,The papers of John . alhoun 
E340-a-1995,E,The papers of John . alhoun 
E340-a-1996,E,The papers of John . alhoun 
E340-a-1998,E,The papers of John . alhoun 
E340-a-1999,E,The papers of John . alhoun 
E340-a-2001,E,The papers of John . alhoun 
E340-a-2003,E,The papers of John . alhoun.
E340-a-1960,E,John . alhoun
E340-o-1950,E,John . alhoun : Amerian portrait 
E340-H-1885,E,John . alhoun 
E340-T-1968,E,John . alhoun : a profile 
E340-W-1949,E,John . alhoun : nullifier
E340-E-1957,E,Henry lay and the art of Amerian politis 
E340-R-1991,E,Henry lay : statesman for the Union 
E340-V-1937,E,The life of Henry lay 
E340-K-1962,E,John J. rittenden : the struggle for union 
E340-F-1925,E,Edward Everett
E340-K-1872,E,Autobiography. Edited by his son-in-law 
E340-L-1855,E,Extrats from the diary and orrespondene of the late Amos Lawrene
E340-A-1971,E,James Monroe : the quest for national identity 
E340-H-1946,E,The artiulate sisters : passages from journals and letters of the daughters of President Josiah Quiny of Harvard University 
E340-G-1966,E,Thomas Mann Randolph : Jefferson's son-in-law 
E340-S-1935,E,Roger B. Taney 
E340-T-1967,E,George Tiknor and the Boston Brahmins 
E340-J-1951,E,The essential New Yorker : Gulian rommelin Verplank 
E340-B-1969,E,Daniel Webster and the politis of availability 
E340-u-1955,E,Daniel Webster and the rise of national onservatism 
E340-F-1963,E,Daniel Webster 
E340-L-1883,E,Daniel Webster 
E340B23-L-1984,E,James Barbour
E34015-u-1963,E,John . alhoun 
E34015-L-1983,E,The alhoun family and Thomas Green lemson : the deline of a Southern patriarhy 
E34015-N-1988,E,John . alhoun and the prie of Union : a biography 
E34015-R-2009,E,Majority rule versus onsensus : the politial thought of John . alhoun 
E340T24-P-1983,E,Littleton Waller Tazewell 
E340W4-B-1978,E,Daniel Webster 
E340W4-B-1984,E,One and inseparable : Daniel Webster and the Union 
E340W4-D-1975,E,Daniel Webster and the trial of Amerian nationalism
E340W4-M-1939,E,Daniel Webster 
E340W4-N-1973,E,Daniel Webster and Jaksonian demoray 
E340W4-R-1997,E,Daniel Webster : the man and his time 
E340W4-W-1949,E,Mr W. and I : being the authenti diary of aroline Le Roy Webster during a famous journey with the Hon. Daniel Webster to Great Britain and the ontinent in the year 1839 
E341-H-1967,E,Presidential reonstrution in Mississippi 
E341-P-1964,E,astlereagh and Adams : England and the United States
E342-M-1977,E,The Papers of James Madison 
E342-M-1979,E,The Papers of James Madison 
E342-M-1981,E,The Papers of James Madison 
E342-M-1962,E,The papers of James Madison 
E342-M-1963,E,The papers of James Madison 
E342-M-1965,E,The papers of James Madison 
E342-M-1967,E,The papers of James Madison 
E342-M-1969,E,The papers of James Madison 
E342-M-1971,E,The papers of James Madison 
E342-M-1973,E,The papers of James Madison 
E342-M-1970,E,The papers of James Madison 
E342-M-1983,E,The papers of James Madison 
E342-M-1985,E,The papers of James Madison 
E342-M-1989,E,The papers of James Madison 
E342-M-1991,E,The papers of James Madison 
E342-B-1941,E,James Madison 
E342-B-1948,E,James Madison 
E342-B-1950,E,James Madison 
E342-B-1953,E,James Madison 
E342-B-1956,E,James Madison 
E342-B-1961,E,James Madison 
E342-B-1970,E,The fourth president : a life of James Madison 
E342-H-1902,E,The life of James Madison 
E342-K-1966,E,"Madison's ""Advie to my ountry"" "
E342-M-1992,E,The business of May next : James Madison and the founding 
E342-R-1987,E,James Madison : the founding father 
E342-S-2009,E,James Madison and the spirit of republian self-government 
E342-S-1937,E,James Madison
E351-u-1957,E,The Jeffersonian Republians : the formation of party organization
E351-H-1962,E,The auses of the war of 1812 
E351-T-1963,E,The War of 1812 : past justifiations and present interpretations 
E353-r-1958,E,Army life on the Western frontier : seletions from the offiial reports made between 1826 and 1845 
E353-K-1931,E,Joseph Hopkinson 
E353-M-1967,E,Nathaniel William Taylor
E354-B-1965,E,The war of 1812 
E354-B-1964,E,The Republi in peril 
E354-a-1978,E,The lion and the Union : the Anglo-Amerian War
E354-o-1965,E,The war of 1812 
E354-H-2012,E,The War of 1812 : a short history 
E354-H-1969,E,The war of 1812 
E354-M-1970,E,Dissent in three Amerian wars 
E354-T-2010,E,The ivil war of 1812 : Amerian itizens
E355-u-1879,E,ampaigns of the War of 1812-15 against Great Britain
E355-H-1965,E,The inredible war of 1812 : a military history 
E355-M-1972,E,The War of 1812 
E356N5-B-1961,E,The siege of New Orleans 
E356N5-R-2001,E,The battle of New Orleans : Andrew Jakson and Ameria's first military vitory 
E357-P-1961,E,Prologue to war : England and the United States
E357-P-1962,E,The auses of the war of 1812; national honour or national interest 
E357-S-1983,E,Mr Madison's war : politis
E3577-B-1970,E,To the Hartford onvention : the Federalists and the origins of party politis in Massahusetts
E358-E-1962,E,The peae of hristmas eve 
E358-U-1965,E,The diplomay of the war of 1812 
E3582N4-W-1998,E,Development arrested : the blues and plantation power in the Mississippi Delta 
E35985-S-1994,E,Plunder
E35985-T-2000,E,The war of 1812 : the war that both sides won 
E360-G-1969,E,The battles of the onstitution : old ironsides and the freedom of the seas 
E371-M-1975,E,The making of the Monroe dotrine 
E373-F-2007,E,The Missouri ompromise and its aftermath : slavery and the meaning of Ameria 
E373-M-1967,E,The Missouri ontroversy
E374-D-1965,E,The Awakening of Amerian Nationalism
E374-L-1922,E,The relation of British poliy to the delaration of the Monroe Dotrine 
E374-M-1966,E,The Monroe dotrine and Amerian expansionism
E374-R-1964,E,The Monroe Dotrine 
E374-S-2011,E,The Monroe Dotrine : empire and nation in nineteenth-entury Ameria 
E375-N-1939,E,The presidential eletion of 1824 in North arolina 
E376-A-1965,E,John Quiny Adams and the Amerian ontinental empire : letters
E377-A-1928,E,The diary of John Quiny Adams
E377-B-1949,E,John Quiny Adams 
E377-B-1956,E,John Quiny Adams 
E377-l-1932,E,"John Quiny Adams : ""Old Man Eloquent"" "
E377-E-1962,E,John Quiny Adams : the ritial years
E377-R-1995,E,John Quiny Adams and the publi virtues of diplomay 
E377-S-1971,E,Life and publi servies of John Quiny Adams
E377A185-A-1981,E,Diary of John Quiny Adams 
E377R3-F-1984,E,Jefferson and southwestern exploration : the Freeman and ustis aounts of the Red River expedition of 1806 
E38-M-1997,E,Amerian soial studies : a university primer 
E380-o-2009,E,Vindiating Andrew Jakson : the 1828 eletion and the rise of the two-party system 
E380-P-2009,E,The birth of modern politis : Andrew Jakson
E380-R-1963,E,The eletion of Andrew Jakson 
E381--1972,E,The age of Jakson 
E381-B-1965,E,The party battles of the Jakson period 
E381-B-1962,E,Jaksonian demoray : myth or reality 
E381-a-1964,E,Jaksonian demoray and the historians 
E381--1986,E,Jaksonian demoray 
E381-L-1970,E,A olletion of the politial writings of William Leggett 
E381-M-2001,E,1831
E381-O-1919,E,The reign of Andrew Jakson : a hronile of the frontier in politis 
E381-P-1969,E,New perspetives on Jaksonian parties and politis 
E381-R-1997,E,The Jaksonian era 
E381-R-2002,E,Andrew Jakson and his Indian Wars.
E381-R-1989,E,The Jaksonian era 
E381-R-1976,E,The revolutionary age of Andrew Jakson 
E381-R-1964,E,Ideology and power in the age of Jakson 
E381-R-1963,E,The Meaning of Jaksonian Demoray 
E381-R-1965,E,Demoray in the age of Jakson 
E381-R-1972,E,The major politial issues of the Jaksonian period and the development of party loyalty in ongress
E381-S-1946,E,The age of Jakson 
E381-S-1958,E,Jaksonian demoray 
E381-T-1958,E,The United States
E381-V-1959,E,The Jaksonian era
E381-W-2006,E,Liberty and power : the politis of Jaksonian Ameria 
E381-W-1993,E,The long
E381-W-1990,E,Liberty and power : the politis of Jaksonian Ameria 
E382-B-1967,E,The life of Andrew Jakson. 2v in 1 
E382-B-1904,E,History of Andrew Jakson : pioneer
E382-D-1977,E,Old Hikory : a life of Andrew Jakson 
E382-J-2007,E,The papers of Andrew Jakson.
E382-J-1969,E,orrespondene of Andrew Jakson. 7v in 6 
E382-J-1980,E,The papers of Andrew Jakson 
E382-J-1984,E,The papers of Andrew Jakson 
E382-J-1991,E,The papers of Andrew Jakson 
E382-J-1994,E,The papers of Andrew Jakson 
E382-J-1996,E,The papers of Andrew Jakson 
E382-J-2002,E,The papers of Andrew Jakson 
E382-J-1938,E,The life of Andrew Jakson 
E382-P-1893,E,General Jakson 
E382-P-1860,E,Life of Andrew Jakson 
E382-R-1969,E,Andrew Jakson 
E382-R-1977,E,Andrew Jakson and the ourse of Amerian Empire
E382-R-1984,E,Andrew Jakson and the ourse of Amerian demoray
E382-R-1981,E,Andrew Jakson and the ourse of Amerian freedom
E382-R-1988,E,The legay of Andrew Jakson : essays on demoray
E382-W-1955,E,Andrew Jakson : symbol for an age 
E382-W-2005,E,Andrew Jakson 
E384-B-1966,E,alhoun and the South arolina nullifiation movement 
E384-F-1967,E,The Nullifiation era : a doumentary reord 
E3843-E-1987,E,The Union at risk : Jaksonian demoray
E3843-H-1968,E,A ritial study of nullifiation in South arolina 
E3843-P-1982,E,Olive Branh and Sword : the ompromise of 1833 
E386-S-1970,E,The Jaksonians versus the banks : politis in the states after the pani of 1837 
E387-A-1935,E,The Amerian Talleyrand : the areer and ontemporaries of Martin Van Buren
E387-B-1889,E,Martin van Buren : to the end of his publi areer 
E387-o-1984,E,Marten Van Buren and the Amerian politial system 
E387-M-1997,E,Martin Van Buren : law
E387-N-1983,E,Martin Van Buren : the romanti age of Amerian politis 
E390-G-1957,E,The log-abin ampaign 
E395G3-J-1966,E,German seed in Texas soil : immigrant farmers in nineteenth-entury Texas 
E396-F-1938,E,Demoray in the making : the Jakson-Tyler eera 
E396-L-1936,E,Presidential politis in the United States
E398-a-2001,E,A good and wise measure : the searh for the anadian-Amerian boundary
E398-M-1971,E,Fruits of propaganda in the Tyler administrations 
E40-I-1996,E,The North Amerian trajetory : ultural
E40-L-1990,E,ontinental divide : the values and institutions of the United States and anada 
E40--1995,E,The reordering of ulture : Latin Ameria
E405-H-2005,E,British Atlanti
E403-l-1860,E,Life and orrespondene of John A. Quitman. 2v (in 1) 
E403-E-1937,E,Winfield Sott : the soldier and the man 
E403145-h-1957,E,Reolletions of a rogue 
E404-o-1971,E,North Ameria divided : the Mexian war 1846-1848 
E404-G-2012,E,A wiked war : Polk
E404-J-1985,E,To the halls of the Montezumas : the Mexian war in the Amerian imagination 
E404-S-1960,E,The Mexian war 
E404-S-1963,E,The war with Mexio 
E404-M-1873,E,The Mexian War : a history of its origin and a detailed aount of the vitories whih terminated in the surrender of the apital 
E405-D-1962,E,Ride with the Eagle : the expedition of the First Missouri in the war with Mexio
E407-H-2008,E,A glorious defeat 
E407-P-1967,E,Origins of the war with Mexio : the Polk-Stokton intrigue 
E411-A-1911,E,An artillery offier in the Mexian War
E411-M-2009,E,The Mexian War diary and orrespondene of George B. Mlellan 
E411-M-1917,E,The Mexian war diary of George B. Mlellan 
E411-S-1917,E,To Mexio with Sott : letters of aptain E. Kirby Smith to his wife 
E414-B-1855,E,Modern agitators : or
E414-B-1956,E,So fell the angels 
E414-B-1972,E,An Amerian diary
E414-B-1925,E,The diary of Orville Hikman Browning 
E414-B-1933,E,The diary of Orville Hikman Browning 
E414-o-1936,E,laudius rozet : soldier
