CallNumber,Author,Title,ISBN,PubName,PubYear
JA 400 Rob,"Robertson, David, 1946-",A dictionary of modern politics /,9780946653751; 0946653755,Europa Publications,1993
JA 400 Rob,"Robertson, David, 1946-",A dictionary of modern politics /,9781857430936; 185743093X,Europa,2002
JA 400 TWE,,21st century political science : a reference handbook.,9781412969017; 1412969018,SAGE Publications,2011
JA 400 WUN,"Wunderlich, Jens-Uwe.",A dictionary of globalization /,1857433327; 9781857433326,Europa,2005
JA 400 Wor,,"The world this year 1973 : supplement to the Political handbook and atlas of the world : governments and intergovernmental organizations as of January 1, 1973 /",9780671216214; 067121621X,Council on Foreign Relations,1973
JA 400 Wor,,World handbook of political and social indicators /,9780300015553; 0300015550,Yale UP,1972
JA 410 Gha (Dir),,"Directory of the Republic of Ghana, 1961-62.",,Diplomatic P,1961
JA 410 Nig (Dir),,"Directory of the Federation of Nigeria, 1960.",,Diplomatic P,1960
JA 410 Nig (Tra),,"Trade directory of the Federal Republic of Nigeria, 1963-64.",,Diplomatic P,1963
JA 420 USA (Aus),"Austin, Erik W.",Political facts of the United States since 1789 /,9780231060943; 0231060947,Columbia UP,1986
JA 420 USA (Ell),"Elliot, Jeffrey M.",Presidential-Congressional political dictionary /,9780874363579; 0874363578,ABC-Clio,1984
JA 440 (Pol),,Political and economic encyclopedia of the Pacific /,9780582051614; 0582051614,Longman,1989
JA 440 Ind,Shiv Lal.,Indian elections since independence /,,Election Archives,1972
JA 440 Jap (War),"Ward, Robert E., 1916-2009",Japanese political science : a guide to Japanese reference and research materials /,,U of Michigan P,1961
JA 450 (COO),"Cook, Chris, 1945-","European political facts, 1789-1848 /",9780333216972; 0333216970,Macmillan,1981
JA 450 (Coo),"Cook, Chris, 1945-",European political facts of the twentieth century /,9780333792032; 0333792033,Macmillan,2000
JA 450 (Coo),"Cook, Chris, 1945-","European political facts, 1848-1918 /",9780333151006; 0333151003,Macmillan,1978
JA 450 (Coo),"Cook, Chris, 1945-","European political facts, 1900-1996 /",9780333696309; 0333696301,Macmillan,1998
JA 450 (Eur),,European political facts 1648-1789 /,9780333321119; 0333321111,Macmillan,1984
JA 450 (Eur),European Consortium for Political Research.,Directory of European political scientists.,,U of Essex P,1973
JA 450 (PHI),"Phinnemore, David.",A dictionary of the European Union /,1857435826; 9781857435825,Routledge,2010
JA 450 Fra (Fra),France. Secretariat General du Gouvernement.,Composition du Gouvernement et des cabinets ministeriels.,,La Documentation Francaise,1971
JA 450 Fra (Gui),,Guide de la France des luttes /,,Stock,1974
JA 450 GER (GES),,Geschichtliche grundbegriffe : historisches lexikon zur politisch-sozialen sprache in Deutschland.,9783129038505; 3129038507,Klett-Cotta,1972
JA 450 GER (GES),,Geschichtliche grundbegriffe : historisches lexikon zur politisch-sozialen sprache in Deutschland.,9783129038604; 3129038604,Klett-Cotta,1975
JA 450 GER (GES),,Geschichtliche grundbegriffe : historisches lexikon zur politisch-sozialen sprache in Deutschland.,9783129038802; 3129038809,Klett-Cotta,1978
JA 450 Ger (Ass),Association for the Study of German Politics.,Register of current research into German politics.,9780950428208; 0950428205,The Association,1975
JA 450 Ger (Ges),,Geschichtliche Grundbegriffe : historisches Lexikon zur politisch-sozialen Sprache in Deutschland /,9783129038703; 3129038701,Klett-Cotta,1982
JA 450 Ger (Ges),,Geschichtliche Grundbegriffe : historisches Lexikon zur politisch-sozialen Sprache in Deutschland /,9783129038901; 3129038906,Klett-Cotta,1984
JA 450 Ger (Ges),,Geschichtliche Grundbegriffe : historisches Lexikon zur politisch-sozialen Sprache in Deutschland /,9783129039007; 3129039007,Klett-Cotta,1990
JA 450 Ger (Ges),,Geschichtliche Grundbegriffe : historisches Lexikon zur politisch-sozialen Sprache in Deutschland /,9783129039113; 3129039112,Klett-Cotta,1997
JA 450 Ger (Ges),,Geschichtliche Grundbegriffe : historisches Lexikon zur politisch-sozialen Sprache in Deutschland /,9783129039120; 3129039120,Klett-Cotta,1992
JA 450 SCO (HAS),"Hassan, Gerry.",Almanac of Scottish politics /,9781902301532; 1902301536,Politico's,2000
JA 450 UK (BUT),"Butler, David, 1924-",Twentieth-century British political facts 1900-2000 /,9780333772218; 0333772210; 9780333772225; 0333772229; 9780312229474; 031222947X,Macmillan,2000
JA 450 UK (But),"Butler, David, 1924-","British political facts, 1900-1994 /",9780333526163; 0333526163,Macmillan,1994
JA 450 UK (DOD),"Dod, Charles R. 1793-1855. (Charles Roger),","Electoral facts from 1832-1853 : impartially stated, constituting a complete political gazeteer. /",9780901759924; 0901759929,Harvester Press,1972
JA 450 UK (Mac),"McCalmont, F. H.",McCalmont's parliamentary poll book : British election results 1832-1918 /,,Harvester P,1971
JA 500 LAW,"Law, Cheryl.",Women : a modern political dictionary /,9781860645020; 186064502X,I B Tauris,2000
JA 500 Lea,,Leaders of the communist world /,,Free P,1971
JA 500 Lex,,Lexikon sozialistischer deutscher Literatur.,,VEB Verlag Sprache und Literatur,1962
JA 500 Pal,"Palmer, Alan, 1926-",Who's who in world politics : from 1860 to the present day /,9780415131629; 0415131626,Routledge,1996
JA 500 Ree,"Rees, Philip.",Biographical dictionary of the extreme right since 1890 /,9780710810199; 0710810199,Harvester Wheatsheaf,1990
JA 520 USA (Lan),"Lanman, C.",Dictionary of the United States Congress /,,Government Printing Office,1866
JA 520 USA (UNI),United States. Congress.,"Official congressional directory : 93rd congress, 1st session, convened Jan. 3rd 1973.",,USGPO,1973
JA 520 USA (Uni),United States. Congress.,"Official congressional directory : 97th congress, convened January 5th 1981.",,USGPO,1981
JA 520 USA (Uni),United States. Congress.,"Official congressional directory for the use of the United States Congress : 83rd congress, 2nd session.",,USGPO,1954
JA 520 USA (Uni),United States. Congress.,"Official congressional directory for the use of the United States Congress : 89th congress, 1st session.",,USGPO,1965
JA 520 USA (Uni),United States. Congress.,"The United States Congressional directories, 1789-1840 /",,Columbia UP,1973
JA 520 USA (Uni),United States. Congress. Joint Committee on Printing.,"Biographical directory of the United States Congress, 1774-1989.",,USGPO,1989
JA 540 Chi (Kle),"Klein, D. W.",Biographic dictionary of Chinese communism 1921-1965 /,,Harvard UP,1971
JA 540 Ind (Chh),"Chhabra, H. S.","Opposition in the parliament : a unique, authentic and comprehensive biographical dictionary of M.P.'s on opposition benches /",,New Publishers,1952
JA 540 Ind (Ind),India. Parliament. House of the People.,Who's who in 1957.,,Lok Sabha Secretariat,1957
JA 540 Ind (Ind),Indian National Congress.,Bombay Legislature directory.,,Bombay Legislature Congress Party,1953
JA 540 Ind (Ind),Indian National Congress.,Directory of the Madras Legislature.,,Madras Legislature Congress Party,1950
JA 550 Fra (Dic),,Dictionnaire de la politique francaise /,,La Librairie Francaise,1967
JA 550 Fra (Dic),,Dictionnaire de la politique francaise /,,La Librairie Francaise,1972
JA 550 Fra (Dic),,Dictionnaire de la politique francaise /,,La Librairie Francaise,1979
JA 550 Fra (Dic),,"Dictionnaire des parlementaires francais : notices biographiques sur les ministres, deputes et senateurs francais de 1889 a 1940 /",,PUF,1960
JA 550 Fra (Dic),,"Dictionnaire des parlementaires francais : notices biographiques sur les ministres, deputes et senateurs francais de 1889 a 1940 /",,PUF,1966
JA 550 Fra (Dic),,"Dictionnaire des parlementaires francais : notices biographiques sur les ministres, deputes et senateurs francais de 1889 a 1940 /",,PUF,1968
JA 550 Fra (Dic),,"Dictionnaire des parlementaires francais : notices biographiques sur les ministres, deputes et senateurs francais de 1889 a 1940 /",,PUF,1970
JA 550 Fra (Dic),,"Dictionnaire des parlementaires francais : notices biographiques sur les ministres, deputes et senateurs francais de 1889 a 1940 /",,PUF,1972
JA 550 Fra (Dic),,"Dictionnaire des parlementaires francais : notices biographiques sur les ministres, deputes et senateurs francais de 1889 a 1940 /",,PUF,1977
JA 550 Fra (Dic),,"Dictionnaire du parlement francais, 1940 a 1958.",9782110019981; 2110019980,Documentation Francaise,1988
JA 550 Fra (Dic),,"Dictionnaire du parlement francais, 1940 a 1958.",9782110026101; 2110026103,Documentation Francaise,1992
JA 550 Fra (Dic),,"Dictionnaire du parlement francais, 1940 a 1958.",9782110029836; 2110029838,Documentation Francaise,1994
JA 550 Fra (Fra),France. Assemblee Nationale.,"Notices et portraits : Assemblee Nationale, constitution du 4 octobre, 1958, 3e legislature, 1967.",,Imprimerie de l'Assemblee Nationale,1967
JA 550 GER (SCH),"Schwarz, Max, 1904-",MdR : biographisches Handbuch der Reichstage.,,Verlag fu_r Literatur und Zeitgeschehen,1965
JA 550 UK (ELE),,"Eleanor Marx (1855-1898) : life, work, contacts /",9780754601135; 0754601137,Ashgate,2000
JA 550 UK (POT),,Potted biographies : a dictionary of anti-national biography.,,Boswell Print & Pub Company,1930
JA 550 UK (Pal),,"Pall Mall Gazette = The popular guide to the House of Commons, elected between January 12 and February 7, 1906....",,The Gazette,1906
JA 550 UK (Pal),,"Pall Mall Gazette = The popular guide to the House of Commons, elected between January 13 and February 10, 1910....",,The Gazette,1910
JA 550 UK (Pal),,Pall Mall Gazette = The popular guide to the new House of Commons and record of the election of 1892 (July 1 to July 29).,,The Gazette,1892
JA 550 UK (Pal),,Pall Mall Gazette.,,The Gazette,1885
JA 550 UK (Pal),,Pall Mall Gazette.,,The Gazette,1888
JA 550 UK (Pal),,Pall Mall Gazette.,,The Gazette,1889
JA 550 UK (Rot),"Roth, Andrew, 1919-",Lord on the board /,9780900582042; 0900582049,Parliamentary Profile Services,1972
JA 550 UK (Rot),"Roth, Andrew, 1919-",Parliamentary profiles /,9780900582219; 0900582219,Parliamentary Profiles,1984
JA 550 UK (Rot),"Roth, Andrew, 1919-",Parliamentary profiles /,9780900582226; 0900582227,Parliamentary Profiles,1984
JA 550 UK (Rot),"Roth, Andrew, 1919-",Parliamentary profiles /,9780900582233; 0900582235,Parliamentary Profiles,1984
JA 550 UK (Rot),"Roth, Andrew, 1919-",Parliamentary profiles /,9780900582240; 0900582243,Parliamentary Profiles,1984
JA 550 UK (Rot),"Roth, Andrew, 1919-",Parliamentary profiles 1992-97 /,9780900582349; 0900582340,Parliamentary Profiles,1994
JA 550 UK (Rot),"Roth, Andrew, 1919-",Parliamentary profiles 1997-2002 /,9780900582448; 0900582448,Parliamentary Profiles,1998
JA 550 UK (Rot),"Roth, Andrew, 1919-",Parliamentary profiles 1997-2002 /,9780900582455; 0900582456,Parliamentary Profiles,1999
JA 550 UK (Rot),"Roth, Andrew, 1919-",Parliamentary profiles 1997-2002 /,9780900582462; 0900582464,Parliamentary Profiles,2000
JA 550 UK (Rot),"Roth, Andrew, 1919-",Parliamentary profiles 1997-2002.,9780900582479; 0900582472,Parliamentary Profile Services Ltd,2000
JA 550 UK (Rot),"Roth, Andrew, 1919-",The business background of M.P.'s /,,Parliamentary Profile Services,1966
JA 550 UK (Rot),"Roth, Andrew, 1919-",The business background of M.P.'s /,,Parliamentary Profile Services,1967
JA 550 UK (Rot),"Roth, Andrew, 1919-",The business background of M.P.'s /,,Parliamentary Profiles,1975
JA 550 UK (Rot),"Roth, Andrew, 1919-",The business background of M.P.'s /,9780900582035; 0900582030,Parliamentary Profiles,1972
JA 550 UK (Rot),"Roth, Andrew, 1919-",The business background of Members of Parliament /,,Parliamentary Profile Services,1963
JA 550 UK (TIM),,The Times guide to the House of Commons 2010 /,0007351585; 9780007351589,Times Books,2010
JA 550 UK (TIM),Times.,Guide to the House of Commons.,,Times,1931
JA 550 UK (TIM),Times.,Guide to the House of Commons.,,Times,1945
JA 550 UK (TIM),Times.,Guide to the House of Commons.,,Times,1950
JA 550 UK (TIM),Times.,Guide to the House of Commons.,,Times,1959
JA 550 UK (TIM),Times.,Guide to the House of Commons.,,Times,1966
JA 550 UK (TIM),Times.,Guide to the House of Commons.,9780723002253; 0723002258,Times Books Ltd,1979
JA 550 UK (Tim),,The Times guide to the House of Commons /,9780723004974; 0723004978,Times Books,1992
JA 550 UK (Tim),,The Times guide to the House of Commons /,9780723009566; 0723009562,Times Books,1997
JA 550 UK (Tim),,The Times guide to the House of Commons.,9780723002987; 0723002983,Times Books,1987
JA 550 UK (Tim),,Times guide to the House of Commons.,9780723002574; 0723002576,Times Books,1984
JA 550 UK (Tim),Times.,Guide to the House of Commons.,,Times,1929
JA 550 UK (Tim),Times.,Guide to the House of Commons.,,Times,1935
JA 550 UK (Tim),Times.,Guide to the House of Commons.,,Times,1951
JA 550 UK (Tim),Times.,Guide to the House of Commons.,,Times,1955
JA 550 UK (Tim),Times.,Guide to the House of Commons.,,Times,1964
JA 550 UK (Tim),Times.,Guide to the House of Commons.,,Times,1970
JA 550 UK (Tim),Times.,Guide to the House of Commons.,,Times,1974
JA 620 And,"Anderson, Malcolm, 1934-",Frontiers : territory and state formation in the modern world /,9780745616520; 0745616526,Polity,1996
JA 620 And,"Andrews, Molly.",Shaping history : narratives of political change /,0521604699; 9780521604697; 0521843650; 9780521843652,Cambridge University Press,2007
JA 620 BEY,,Beyond borders /,0957147007; 9780957147003,Pavement Books,2012
JA 620 BIO,,"Biopolitical governance : race, gender and economy /",9781786602701; 1786602709; 9781786602718; 1786602717,Rowman & Littlefield International Ltd,2018
JA 620 BIO,,Biopolitics : a reader /,9780822353324; 0822353326; 9780822353355; 0822353350,Duke University Press,2013
JA 620 Bic,"Bickford, Susan.","The dissonance of democracy : listening, conflict and citizenship /",9780801483776; 0801483778,Cornell UP,1996
JA 620 Bod,,"Body politics : disease, desire and the family /",9780813318417; 0813318416,Westview P,1994
JA 620 Bry,"Bryce, James Bryce, Viscount, 1838-1922.",Studies in history and jurisprudence /,,Clarendon P,1901
JA 620 COM,,Competing responsibilities : the politics and ethics of contemporary life /,9780822363606; 0822363607; 9780822363750; 0822363755,Duke University Press,2017
JA 620 Cha,"Chamberlin, William Henry, 1897-1969.",The evolution of a conservative /,,Regnery,1959
JA 620 Cla,"Clark, Stephen R. L.","The political animal : biology, ethics and politics /",9780415189118; 041518911X,Routledge,1999
